TICKER,CNAME,PERMNO,IssuerNm,SCORE
LSEA,LANDSEA HOMES,17890,LANDSEA HOMES CORP,0
LSEC,CAPLEASE INC,90064,CAPITAL LEASE FUNDING INC,1
LSF,LAIRD SUPERFOOD,19778,LAIRD SUPERFOOD INC,0
LSG,LAKESHORE GOLD,12952,LAKE SHORE GOLD CORP,0
LSI,LEAR SIEGLER,26489,LEAR SIEGLER INC,0
LSKI,LIUSKI INTL INC,76790,LIUSKI INTERNATIONAL INC,1
LSNB,LK SHORE BCP IL,11515,LAKE SHORE BANCORP INC IL,1
LSO,LEESONA CP,28003,LEESONA CORP,0
LSON,LASON,84096,LASON INC,0
LSP,TELESAT,22348,TELESAT CORP,0
LSP,LORAL SPACE&COMM,83342,LORAL SPACE & COMMUNICATIONS LTD,0
LSP,LORAL SPACE,91024,LORAL SPACE & COMMUNICATIONS INC,0
LSPN,LIGHTSPAN INC,87617,LIGHTSPAN INC,0
LSPT,GADSDEN PROPTS,88258,F C GLOBAL REALTY INC,1
LSR,LASER TECHNOLOGY,78949,LASER TECHNOLOGY INC,0
LSRE,LASALLE RE HOLD,82590,LASALLE RE HOLDINGS LTD,0
LSRI,LIFE SCIENCE RES,91843,LIFE SCIENCES RESEARCH INC,0
LSSI,LEASING SOLUTION,78980,LEASING SOLUTIONS INC,0
LSST,LONE STAR TECH,89675,LONE STAR TECHNOLOGIES INC,0
LST,LOWENSTEIN M CP,22728,LOWENSTEIN M & SONS INC,0
LSTR,LANDSTAR SYS,78981,LANDSTAR SYSTEM INC,0
LSVI,LITTLE SWITZ INC,76739,LITTLE SWITZERLAND INC,0
LSWY,LEASEWAY TRANSP.,80251,LEASEWAY TRANSPORTATION CORP NEW,0
LTBG,AUTHORIZE.NET,83946,AUTHORIZE NET HOLDINGS INC,0
LTC,LEASEWAY TRANS,43318,LEASEWAY TRANSPORTATION CORP,0
LTC1,LTC PROPERTIES,77878,L T C PROPERTIES INC,0
LTCH,LITCHFIELD FINL,77353,LITCHFIELD FINANCIAL CORP,0
LTCO,LANDAMERICA FIN,77018,LANDAMERICA FINANCIAL GROUP INC,0
LTCR,LSRE TME CASINOS,87244,LEISURE TIME CASINOS & RESRTS IN,0
LTD,BATH & BODY,64282,BATH & BODY WORKS INC,0
LTEC,ALIANT COMM INC,49729,ALIANT COMMUNICATIONS INC,0
LTEK,LIFE TECHNOLOGY,10713,LIFE TECHNOLOGIES INC,0
LTG,CATALINA LIGHTNG,75286,CATALINA LIGHTING INC,0
LTH,LIFE TIME GROUP,22079,LIFE TIME GROUP HOLDINGS INC,0
LTHM,LIVENT,18138,LIVENT CORP,0
LTIZ,SEQUUS PHARMACEU,11346,SEQUUS PHARMACEUTICALS INC,0
LTLE,LITTLE ARTHUR D,49876,LITTLE ARTHUR D INC,0
LTMI,LIFE TIME FITNES,90210,LIFE TIME FITNESS INC,0
LTNX,SSP SOLUTIONS,86982,S S P SOLUTIONS INC,0
LTOM,INTL GAME TECH,15331,INTERNATIONAL GAME TECH PLC,1
LTON,MNC MEDIA INV,90087,LINKTONE LTD,1
LTR,LOEWS,26710,LOEWS CORP,0
LTRE,LEARNING TREE,82720,LEARNING TREE INTERNATIONAL INC,0
LTRN,LANTERN PHARMA,19479,LANTERN PHARMA INC,0
LTRPA,LIBERTY TRIP,14872,LIBERTY TRIPADVISOR HOLDINGS INC,0
LTRX,LANTRONIX,88542,LANTRONIX INC,0
LTS,LADENBURG THAL,87837,LADENBURG THALMANN FIN SVCS INC,0
LTUP,BIONOVO,92033,BIONOVO INC,0
LTUS,GARDEN FRESH RES,81626,GARDEN FRESH RESTAURANT CORP,0
LTV,LTV CORP,25507,L T V CORP,0
LTV,LTV CP,79335,L T V CORP NEW,1
LTXX,XCERRA,48291,XCERRA CORP,0
LU,LUCENT TECH,83332,LUCENT TECHNOLOGIES INC,0
LU0D,"LUCILLE FARMS, I",79845,LUCILLE FARMS INC,0
LUB,LUBY'S,64020,LUBYS CAFETERIAS INC,1
LUC,LUKENS INC,22373,LUKENS STEEL CO,1
LUCD,LUCID DIAGNOSTIC,22213,LUCID DIAGNOSTICS INC,0
LUCK,LADY LUCK GAMING,79606,LADY LUCK GAMING CORP,0
LUCY,INNOVATIVE EYEWE,23258,INNOVATIVE EYEWEAR INC,0
LUD,LUDLOW CPACQ,41590,LUDLOW CORP,0
LUIW,SWISS HELVETIA,75168,SWISS HELVETIA FUND INC,0
LUK,JEFFERIES FINCL,20415,JEFFERIES FINANCIAL GROUP INC,0
LUKN,LUKENS MEDICAL,77580,LUKENS MEDICAL CORP,0
LULU,LULULEMON,92203,LULULEMON ATHLETICA INC,0
LUM,CYBEX INT'L INC,62906,CYBEX INTERNATIONAL INC,1
LUM1,NOVANTA,82261,NOVANTA INC,0
LUMI,LUMISYS INC,82591,LUMISYS INC,0
LUMM,LUMENON INNVTVE,88175,LUMENON INNOVATIVE LTWVE TECH IN,0
LUMT,LUMINANT WRLDWDE,87259,LUMINANT WORLDWIDE CORP,0
LUNA,LUNA,91359,LUNA INNOVATIONS INC,0
LUND,LUND INTL HLDGS,11796,LUND INTERNATIONAL HOLDINGS INC,1
LUNG,PULMONX,19979,PULMONX CORP,0
LUNR,LUNAR CORP,76257,LUNAR CORP,0
LUR,LURIA L & SONS,62316,LURIA L & SON INC,0
LUSA,LIFE USA HLDG IN,77618,LIFE USA HOLDING INC,0
LUSK,LUSKINS INC,89747,LUSKINS INC,0
LUV,SOUTHWEST,58683,SOUTHWEST AIRLINES CO,0
LUX,LUXOTTICA GROUP,75937,LUXOTTICA GROUP S P A,0
LUXH,LUXURBAN HOTELS,23255,LUXURBAN HOTELS INC,0
LVA,LUCASVARITY PLC,83993,LUCASVARITY PLC,0
LVB,STEINWAY MUSICAL,83832,STEINWAY MUSICAL INSTRUMENTS INC,0
LVC,LILLIAN VERNON C,75174,LILLIAN VERNON CORP,0
LVCI,LASER VISION CTR,76860,LASER VISION CENTERS INC,0
LVDG,CKX INC,75733,C K X INC,0
LVGO,LIVONGO HEALTH,18790,LIVONGO HEALTH INC,0
LVI,LEVI STRAUSS,18424,LEVI STRAUSS & CO,0
LVI,LEVI STRAUSS,52564,LEVI STRAUSS & CO,0
LVLT,LEVEL 3 COMM,85991,LEVEL 3 COMMUNICATIONS INC,0
LVLU,LULU'S FASHION,22321,LULUS FASHION LOUNGE HLDGS INC,0
LVMH,LVMH,11785,L V M H MOET HENNESSY VUITTON,1
LVNT,LIBERTY INTER,13553,LIBERTY INTERACTIVE CORP,0
LVNT/1,LIBERTY INTER,13554,LIBERTY INTERACTIVE CORP,0
LVRO,LAVORO,23793,LAVORO LTD,0
LVSB,LAKEVIEW FIN COR,79990,LAKEVIEW FINANCIAL CORP,0
LVSN,LVSC,90505,LAS VEGAS SANDS CORP,1
LVTN,LOUIS VUITTON SA,81251,LOUIS VUITTON S A,0
LVTX,LAVA THERAPEUTIC,20842,L A V A THERAPEUTICS N V,0
LVWR,LIVEWIRE GROUP,23379,LIVEWIRE GROUP INC,0
LVX,LEISURE & TECH,48776,LEISURE & TECHNOLOGY INC,0
LW,LAMB WESTON HLDG,16431,LAMB WESTON HOLDINGS INC,0
LWAY,LIFEWAY FOODS,12209,LIFEWAY FOODS INC,0
LWIN,LEAP WIRELESS,86360,LEAP WIRELESS INTL INC,0
LWIN,LEAP WIRELESS,90733,LEAP WIRELESS INTL INC,2
LWIS,LEWIS PALMER G C,49278,LEWIS PALMER G INC,0
LWN1,LOEWEN GROUP,78729,LOEWEN GROUP INC,0
LWR,LAWRENCE INS GRP,75073,LAWRENCE INSURANCE GROUP INC,0
LWSI,LAIDLAW INDS INC,48443,LAIDLAW INDUSTRIES INC,0
LWSN,LAWSON SOFTWARE,89271,LAWSON SOFTWARE INC NEW,0
LX,LEXINFINTECH,17150,LEXINFINTECH HOLDINGS LTD,0
LXBK,NEWBRIDGE,89440,NEWBRIDGE BANCORP,0
LXEI,LXE INC,76617,L X E INC,0
LXEO,LEXEO,24508,LEXEO THERAPEUTICS INC,0
LXFT,LUXOFT HOLDING,14010,LUXOFT HOLDING INC,0
LXK,LEXMARK INTL,82643,LEXMARK INTERNATIONAL GROUP INC,0
LXMO,LEXINGTON B & L,83672,LEXINGTON B & L FINL CORP,0
LXNT,LEXENT INC,88454,LEXENT INC,0
LXP,LXP INDUSTRIAL,79770,LEXINGTON CORPORATE PPTYS TRUST,1
LXRA,LEXARIA,20437,LEXARIA BIOSCIENCE CORP,0
LY,LYKES CP,26569,LYKES CORP,0
LYC,LYNCH COMM,53823,LYNCH COMMUNICATIONS SYS INC,0
LYDP,LYDENBURG PLATIN,50295,LYDENBURG PLATINUM LTD,0
LYEL,LYELL,21351,LYELL IMMUNOPHARMA INC,0
LYFT,LYFT,18452,LYFT INC,0
LYG,LLOYDS BANK UK,89238,LLOYDS TSB GROUP PLC,1
LYLT,LOYALTY VENTURES,22214,LOYALTY VENTURES INC,0
LYND,LYNDEN INC,50308,LYNDEN INC,2
LYNG,LYNTON GROUP INC,75877,LYNTON GROUP INC,0
LYNX,SOLEXA INC,85699,SOLEXA INC,0
LYO,LYONDELL,75444,LYONDELL PETROCHEMICAL CO,0
LYRA,LYRA,19402,LYRA THERAPEUTICS INC,0
LYTS,LSI INDUSTRIES,89456,L S I LIGHTING SYS INC,1
LYV,LIVE NATION,91041,LIVE NATION INC,0
LZ,LUBRIZOL CP,43721,LUBRIZOL CORP,0
LZM,LIFEZONE METALS,24060,LIFEZONE METALS LTD,0
LZR1,TLC VISION CORP,85192,T L C VISION CORP,0
LZTN,LAZER-TRON,80548,LAZER TRON CORP,0
M,MGMT ASSISTANCE,61428,MANAGEMENT ASSISTANCE INC,0
MA,MAY DEPT STORES,13100,MAY DEPARTMENT STORES CO,0
MA1T,MAMMATECH CORPOR,51183,MAMMATECH CORP,2
MA1U,CHINA METRO-RURA,90840,CHINA METRO RURAL HLDGS LTD,0
MA25,BARINGS CORP,56565,BARINGS CORPORATE INVESTORS,0
MA26,MAXUS REALTY TRU,90545,MAXUS REALTY TRUST INC,5
MAA,MID-AMERICA APT,80183,MID AMERICA APT COMMUNITIES INC,0
MAAA,MASTERCARD,91233,MASTERCARD INC,0
MAAB,EATON VANCE MASS,89590,EATON VANCE INS MA MUN BD FD,0
MAAQ,CARDIO,22670,CARDIO DIAGNOSTICS HOLDINGS INC,0
MAAR,RIO HOTEL & CASI,12395,RIO HOTEL & CASINO INC,0
MAB,MID-AMER BANCP,53832,MID AMERICA BANCORP,0
MABS,MONOCLONAL ANTIB,55037,MONOCLONAL ANTIBODIES INC,0
MABX,AMERN BIOGENETIC,76295,AMERICAN BIOGENETIC SCIENCES INC,0
MACC,MACERICH,80399,MACERICH CO,0
MACD,MACDERMID INC,50666,MACDERMID INC,0
MACE,MACE SEC INTL,79846,MACE SECURITY INTL INC,0
MACG,MACGREGOR SPORTI,67643,MACGREGOR SPORTING GOODS INC,0
MACI,MACC PRV EQ USD,81499,M A C C PRIVATE EQUITIES INC,1
MACK,MACK TRUCKS INC,50703,MACK TRUCKS INC,2
MACQ,ADTHEORENT HLDG,21076,ADTHEORENT HOLDING CO INC,0
MACR,MACROMEDIA INC,79991,MACROMEDIA INC,0
MACZ,MERRIMACK PHARMA,13325,MERRIMACK PHARMACEUTICALS INC,0
MAD,MADISON RES INC,25726,MADISON RES INC,0
MAD,MADECO,79234,MADECO S A,0
MADG,MADGE NETWORKS,79504,MADGE NETWORKS NV,0
MAE2,MIRAMAR MINING,81719,MIRAMAR MINING CORP,0
MAFB,MAF BANCORP INC,75925,M A F BANCORP INC,0
MAFI,PIMCO MUNICIPAL,79134,PIMCO MUNICIPAL ADVANTAGE FD INC,0
MAG,MAGNET BK FSB CH,68531,MAGNET BANK FSB CHARLES WV,0
MAG1,MAGNETEK INC,75596,MAGNETEK INC,0
MAG2,GENAERA CORP,77171,GENAERA CORP,0
MAG3,SENSTAR TECH,78985,SENSTAR TECHNOLOGIES LTD,0
MAGE,MAGMA ENERGY INC,50842,MAGMA ENERGY INC,0
MAGI,MAGNA GROUP INC,50885,MAGNA GROUP INC,0
MAGL,MAGNA-LAB INC,78983,MAGNA LAB INC,0
MAGN,MAGNETICS INTL I,50973,MAGNETICS INTERNATIONAL INC,0
MAGR,MASTER GRAPHICS,86179,MASTER GRAPHICS INC,0
MAGZ,MAGNUM SPORTS &,84149,MAGNUM SPORTS & ENTMNT INC,2
MAHI,MONARCH SERVICES,54843,MONARCH SERVICES INC,0
MAHT,SAJAN,90954,SAJAN INC,0
MAI,MA COM INC,34147,M A COM INC,0
MAI1,EASYLINK SERVICE,86983,EASYLINK SERVICES CORP,0
MAIA,MAIA BIO,23216,MAIA BIOTECHNOLOGY INC,0
MAIC,PROASSURANCE CP,76838,PROASSURANCE CORP,0
MAID,SMARTLOGIK GROUP,82592,SMARTLOGIK GROUP PLC,0
MAII,MAII HOLDINGS,84097,M A I I HOLDINGS INC,0
MAIL,MAIL BOXES ETC,75500,MAIL BOXES ETC,0
MAIN,MAIN STREET REST,76385,MAIN STREET & MAIN INC,0
MAIR,METRO AIRLS INC,53306,METRO AIRLINES INC,0
MAJC,MAJOR AUTOMOTIVE,86388,MAJOR AUTOMOTIVE COMPANIES INC,0
MAJL,MICHAEL ANTHONY,10761,MICHAEL ANTHONY JEWELERS INC,0
MAJR,MAJOR RLTY CORP,51079,MAJOR REALTY CORP,0
MAJV,MAJOR VIDEO CORP,90414,MAJOR VIDEO CORP,0
MAK1,ENCOMPASS SER CO,85606,ENCOMPASS SERVICES CORP,0
MAKL,MARKEL GRP,10933,MARKEL CORP,0
MAKO,MAKO MARINE INTL,82190,MAKO MARINE INTERNATIONAL INC,2
MAKR,MAKER COMM. INC.,86900,MAKER COMMUNICATIONS INC,0
MAKS,MAKO SURGICAL,92558,MAKO SURGICAL CORP,0
MAL,MALAN REALTY INV,80692,MALAN REALTY INVESTORS INC,0
MAL2,PCM US,81566,P C MALL INC,1
MALC,MALLARD COACH,75570,MALLARD COACH INC,0
MALI,PERION NETWORK,91082,PERION NETWORK LTD,0
MALL,MALLINC KRODT IN,51132,MALLINCKRODT INC,0
MALR,MALRITE COMM GRO,51175,MALRITE COMMUNICATIONS GROUP,0
MALT,LION BREWERY,83525,LION BREWERY INC,0
MAME,FORTUNE FIN,84735,FORTUNE FINANCIAL INC,0
MAMR,MID AMER INDS,63677,MID AMERICA INDS INC,0
MAN,JOHNS MANVILLE,90100,JOHNS MANVILLE CORP NEW,0
MAN,MANVILLE CP,16707,MANVILLE CORP,2
MANA,MANATRON INC,10709,MANATRON INC,0
MANC,MANCHESTER TECH,84229,MANCHESTER TECHNOLOGIES INC,0
MANH,MANHATTAN ASSOC,85992,MANHATTAN ASSOCIATES INC,0
MANI,MANTECH INTL,89307,MANTECH INTERNATIONAL CORP,0
MANS,SYSTEMONE TECH,83947,SYSTEMONE TECHNOLOGIES INC,0
MANT,MANITOWOC CO,51263,MANITOWOC CO INC,0
MANU,MANUGISTICS GRP,79505,MANUGISTICS GROUP INC,0
MAO,MARATHON OFFICE,66261,MARATHON OFFICE SUPPLY INC,0
MAP,MAINE & MARITIME,33937,MAINE & MARITIMES CORP,0
MAPP,MAP PHARMA,92310,M A P PHARMACEUTICALS INC,0
MAPS,MAPINFO CP,80252,MAPINFO CORP,0
MAR,MARCADE GROUP,64039,MARCADE GROUP INC,0
MAR2,MARION CAPITAL,78986,MARION CAPITAL HOLDINGS INC,0
MARA,MARA HOLDINGS,14813,MARATHON DIGITAL HOLDINGS INC,1
MARC,MARC INC,89755,M A R C INC,0
MARG,MARKET GUIDE INC,84622,MARKET GUIDE INC,0
MARK,HMG WORLDWIDE CP,89077,HMG WORLDWIDE CORP,0
MARN,MARION CORP,51554,MARION CORP,0
MARO,ADV TISSUE SCI,11895,ADVANCED TISSUE SCIENCES INC,0
MARP,MARINE PETRO TR,51530,MARINE PETROLEUM TRUST,0
MARQ,MARQUETTE MEDIC,77108,MARQUETTE MEDICAL SYSTEMS INC,0
MARS,MARSH SUPERMKTS,51693,MARSH SUPERMARKETS INC,0
MARS,MARSH SUPERMKTS,76670,MARSH SUPERMARKETS INC,0
MART,NATIONSMART CORP,79992,NATIONSMART CORP,0
MARU,MARUBENI,51765,MARUBENI CORP,2
MARY,SM ENERGY,78170,S M ENERGY CO,0
MAS,MASCO,34032,MASCO CORP,0
MASB,MASSBANK CORP RE,10271,MASSBANK CORP,0
MASC,NETWORK ACCESS,87018,NETWORK ACCESS SOLUTIONS CORP,0
MASH,MASIMO,92220,MASIMO CORP,0
MASK,ALIGN-RITE INTL,81878,ALIGN RITE INTERNATIONAL INC,0
MASS,MAS TECHNOLOGY,85022,M A S TECHNOLOGY LTD,0
MAST,IGATE PA,84320,IGATE CAPITAL CORP,0
MASW,MASONITE INTL,14177,MASONITE INTERNATIONAL CORP NEW,0
MASX,MASCOTECH INC,51800,MASCOTECH INC,0
MAT,MATTEL,39538,MATTEL INC,0
MAT1,INSIGHTFUL CORP,78894,INSIGHTFUL CORP,0
MATE,MATEWAN BNCSH,80641,MATEWAN BANCSHARES INC,0
MATH,MATHEMATICA INC,51888,MATHEMATICA INC,0
MATK,MARTEK BIOSCIENC,79847,MARTEK BIOSCIENCES CORP,0
MATR,MATRIXONE INC,87793,MATRIXONE INC,0
MATS,AMETEK,85257,AMETEK INC NEW,0
MATT,MATTHEWS STUDIO,76025,MATTHEWS STUDIO EQUIPT GROUP,0
MATV,HOT TELECOMMUNIC,83673,MATAV CABLE SYSTEMS MEDIA LTD,1
MATW,MATTHEWS INTL,80759,MATTHEWS INTERNATIONAL CORP,0
MATX,MATRIX PHARMACEU,77291,MATRIX PHARMACEUTICAL INC,0
MAUI,MAUI LD,51925,MAUI LAND & PINEAPPLE CO INC,0
MAV,MAVERICK TUBE CO,76598,MAVERICK TUBE CORP,0
MAWS,MID-AMERN WASTE,76173,MID AMERICAN WASTE SYSTEMS INC,0
MAX,MATRIX CORP N J,30082,MATRIX CORP NJ,0
MAXC,MAXCO INC,51933,MAXCO INC,0
MAXE,MAX & ERMA'S RES,51984,MAX & ERMAS RESTAURANTS INC,0
MAXI,MAXICARE HEALTH,51992,MAXICARE HEALTH PLANS INC NEW,0
MAXM,FLOORING AMERICA,79713,FLOORING AMERICA,0
MAXN,MAXEON SOLAR,19584,MAXEON SOLAR TECHNOLOGIES LTD,0
MAXR,MAXAR TECHNO,16939,MAXAR TECHNOLOGIES LTD,5
MAXS,MAXWELL SHOE CO,80549,MAXWELL SHOE INC,0
MAXY,MAXYGEN,87499,MAXYGEN INC,0
MAY,MAYBELLINE INC,78789,MAYBELLINE INC,0
MAYF,MAYFLOWER GROUP,78171,MAYFLOWER GROUP INC IND,0
MAYP,HALL FINL GROUP,51976,HALL FINANCIAL GROUP INC,0
MAZD,ROADWAY CORP,82843,ROADWAY EXPRESS INC DEL,0
MAZL,ODD JOB STORES,84230,ODD JOB STORES INC,0
MB,MILTON BRADLEY,43510,MILTON BRADLEY CO,0
MB04,SANARA MEDTECH,76928,SANARA MEDTECH INC,0
MBA,CIBT EDUCATION,92616,C I B T EDUCATION GROUP INC,0
MBBC,MONTEREY BAY,81260,MONTEREY BAY BANCORP INC,0
MBC,MICKELBERRY CP,58632,MICKELBERRY CORP,0
MBF,MAI SYSTEMS CORP,69526,M A I SYSTEMS CORP,0
MBFC,MEGABANK FINL,86429,MEGABANK FINANCIAL CORP,0
MBHI,MIDWEST BANC HLD,85832,MIDWEST BANC HOLDINGS INC,0
MBI,MBIA,75175,M B I A INC,1
MBIA,MERCHANTS BCP DE,79714,MERCHANTS BANCORP INC IL,0
MBII,PRO FARM GRP,14099,MARRONE BIO INNOVATIONS INC,1
MBIN,MERCHANTS BANC,16991,MERCHANTS BANCORP,0
MBIO,FAULDIG INC,54819,FAULDING INC,0
MBJI,WHITEHALL JEWEL,83526,WHITEHALL JEWELLERS INC,0
MBK,MCORP TX,59950,M CORP,0
MBK1,BK OF TOKYO-MITS,75811,BANK TOKYO MITSUBISHI LTD,1
MBLE,MOBILE GAS SVC C,54624,MOBILE GAS SERVICE CORP,0
MBLF,MBLA FINCL CORP,79284,M B L A FINANCIAL CORP,0
MBLM,MOBILEMEDIA CORP,81720,MOBILEMEDIA CORP,0
MBLS,MICROBIOLOGICAL,53541,MICROBIOLOGICAL SCIENCES INC NY,2
MBLT,MESOBLAST,15848,MESOBLAST LTD,0
MBLX,YIELD10,91615,YIELD10 BIOSCIENCE INC,2
MBLY,MOBLEY ENVIRONME,76852,MOBLEY ENVIRONMENTAL SVCS INC,0
MBMI,MICRO BIO-MEDICS,53496,MICRO BIO MEDICS INC,0
MBN,METROBANK CA,10880,METROBANK N A LOS ANGELES,0
MBNY,MERCHANTS N.Y.,52872,MERCHANTS NEW YORK BANCORP INC,0
MBO1,MATH BOX INC,51917,MATHBOX,5
MBOC,3TEC ENERGY CORP,82264,3 T E C ENERGY CORP,0
MBOX,MBI BUSINESS CTR,51917,M B I BUSINESS CENTERS INC,0
MBP,MID PENN BANCORP,85656,MID PENN BANCORP INC,0
MBR,MERCANTILE BANCO,90560,MERCANTILE BANCORP INC,0
MBRG,MIDDLEBURG FINAN,88635,MIDDLEBURG FINANCIAL CORP,0
MBRK,CAMBIO INC,77336,CAMBIO INC,2
MBRS,VERTRUE INC,84098,VERTRUE INC,0
MBRW,MBC HOLDING CO,79715,M B C HOLDING CO,0
MBRX,METABASIS THERAP,90231,METABASIS THERAPEUTICS INC,0
MBSB,MT BAKER SB WA,90326,MOUNT BAKER BANK SAVINGS WA,1
MBSP,MITCHELL BANC,83771,MITCHELL BANCORP INC,0
MBSX,MBS TEXTBOOK EXC,11070,M B S TEXTBOOK EXCHANGE INC,2
MBT,MOB TELESYSTEMS,88309,MOBILE TELESYSTEMS OJSC,0
MBTF,MBT FINANCIAL,89738,M B T FINANCIAL CORP,0
MBUU,MALIBU BOAT,14434,MALIBU BOATS INC,0
MBVT,MERCHANTS BANCSH,90086,MERCHANTS BANCSHARES INC,0
MBWM,MERCANTILE BK,87114,MERCANTILE BANK CORP,0
MBX,MBX BIOSCIENCES,25628,MBX BIOSCIENCES INC,0
MBY,MIDDLEBY,75470,MIDDLEBY CORP,0
MC,PANASONIC HD,53727,PANASONIC CORP,0
MCA1,MCAFEE.COM CORP,87500,MCAFEE COM INC,0
MCAC,PLBY GROUP,19644,PLBY GROUP INC,0
MCAF,MCAFEE,77976,MCAFEE INC,0
MCAM,MAPICS INC,76259,MAPICS INC,0
MCAR,MEDCARE TECH INC,86278,MEDCARE TECHNOLOGIES INC,0
MCAW,MCCAW CELLULAR C,11626,MCCAW CELLULAR COMMS INC,2
MCB,METROPOLITAN BK,17093,METROPOLITAN BANK HOLDING CORP,0
MCB1,MERCHANTS CAP,10607,MERCHANTS CAPITAL CORP,0
MCBC,MACATAWA BK,87501,MACATAWA BANK CORP,0
MCBF,MONARCH COMMUNIT,89484,MONARCH COMMUNITY BANCORP INC,0
MCBI,METROCORP BANC,86531,METROCORP BANCSHARES INC,0
MCBS,MID CONT BNCSH,80642,MID CONTINENT BANCSHARES INC KAN,1
MCBX,BLACK BOX CORP,78172,BLACK BOX CORP DEL,0
MCC,MESTA MACH CO,19289,MESTA MACH CO,0
MCC3,MESTEK INC,19289,MESTEK INC,0
MCCA,MOBILE COMMS CP,54608,MOBILE COMMUNICATIONS CORP AMER,0
MCCC,MEDIACOM COMM,87618,MEDIACOM COMMUNICATIONS CORP,0
MCCI,MIDCOM COMMUN,81879,MIDCOM COMMUNICATIONS INC,0
MCCL,MCCLAIN IND,52071,MCCLAIN INDUSTRIES INC,0
MCCO,MNC,79607,MONACO COACH CORP,1
MCCR,MCCORMICK,52090,MCCORMICK & CO INC,0
MCCS,MEDCO CONTAINMEN,52258,MEDCO CONTAINMENT SVCS INC,0
MCCZ,PHENIXFIN,12528,PHENIXFIN CORP,0
MCD,MCDONALD'S CORP,43449,MCDONALDS CORP,0
MCDE,ESSENTIAL THERAP,83527,ESSENTIAL THERAPEUTICS INC,0
MCDL,MCDOWELL ENTRPRS,61436,MCDOWELL ENTERPRISES INC,0
MCDT,MCDATA,88543,MCDATA CORP,0
MCDT,MCDATA,88911,MCDATA CORP,0
MCDY,MICRODYNE,53576,MICRODYNE CORP,0
MCEG,MGMT CO ENTMT GP,11584,MANAGEMENT COMPANY ENTMT GP INC,1
MCEH,AMC ENT HOLDG,14328,A M C ENTERTAINMENT HOLDINGS INC,1
MCEL,MILLENNIUM CELL,88544,MILLENNIUM CELL INC,0
MCEP,MID-CON ENERGY P,13162,MID CON ENERGY PARTNERS L P,0
MCF,CONTANGO OIL,88871,CONTANGO OIL AND GAS CO,0
MCFE,MCFARLAND ENERGY,52135,MCFARLAND ENERGY INC,0
MCFT,MASTERCRAFT,15530,MASTERCRAFT BOAT HOLDINGS INC,0
MCFV,MCFADDIN VENTURE,68558,MCFADDIN VENTURES INC,0
MCG,MICH ENERGY RES,40782,MICHIGAN ENERGY RESOURCES CO,2
MCGC,MCG CAPITAL CORP,89210,M C G CAPITAL CORP,0
MCH,MEDCHEM PRODUCTS,52602,MEDCHEM PRODUCTS INC,0
MCHM,MACROCHEM CORP,89771,MACROCHEM CORP,0
MCHN,MERCHANT NATL IN,52920,MERCHANTS NATIONAL CORP,0
MCHP,MICROCHIP TECH,78987,MICROCHIP TECHNOLOGY INC,0
MCHS,US SERVIS INC,10837,U S SERVIS INC,0
MCHT,GENCOR IND,52250,GENCOR INDUSTRIES INC,0
MCIA,MCI,90284,M C I INC,1
MCIC,MCI COMMS,50404,M C I COMMUNICATIONS CORP,1
MCIG,MCI GROUP,89027,WORLDCOM INC GA NEW,1
MCK,MCKESSON CP,25646,MCKESSON CORP,0
MCK,MCKESSON,81061,MCKESSON H B O C INC,0
MCKC,MCK COMM.,87332,M C K COMMUNICATIONS,1
MCL,MOORE WALLACE IN,62324,MOORE WALLACE INC,0
MCLD,MCLEODUSA INC,83674,MCLEOD INC,0
MCLD,MCLEODUSA INC,89354,MCLEODUSA INC,0
MCLL,METROCALL INC,79400,METROCALL INC,0
MCLS,MEDICHEM LIFE SC,88734,MEDICHEM LIFE SCIENCES,0
MCMC,MCM CP,50412,M C M CORP,1
MCMG,ENCORE CAP GRP,87077,ENCORE CAPITAL GROUP INC,0
MCMJ,LEAFLY HOLDINGS,19140,LEAFLY HOLDINGS INC,0
MCN,MIDCON CORP,63685,MIDCON CORP,0
MCN2,MCN ENERGY GROUP,75298,M C N CORP,1
MCNS,MEDICONSULT.COM,86834,MEDICONSULT COM INC,0
MCO,MAXXAM INC,34067,MAXXAM INC,0
MCO1,MARINE CORP IL,10121,MARINE CORP IL,0
MCO2,METRICOM INC,77572,METRICOM INC,0
MCOM,MIDWEST COMM CP,11445,MIDWEST COMMUNICATIONS CORP,2
MCON,EMCON ASSN,75560,EMCON ASSOCIATES,0
MCOX,MECOX LANE,12357,MECOX LANE LTD,0
MCP,MCCORMICK OIL &,67926,MC CORMICK OIL & GAS PARTNERSHIP,2
MCQA,MCQUAY INC,52207,MCQUAY INC NEW,2
MCQC,MACQUARIE URE,90507,MACQUARIE INFRASTRUCTURE CO LLC,1
MCR,MCO RES INC,61786,M C O RESOURCES INC,3
MCRB,SERES,15431,SERES THERAPEUTICS INC,0
MCRD,MICRO D INC,53445,MICRO D INC,0
MCRI,MONARCH CASINO,79507,MONARCH CASINO & RESORT INC,0
MCRL,MICREL,81162,MICREL INC,0
MCRN,MICRONICS COMPUT,76737,MICRONICS COMPUTERS INC,0
MCRO,MICRO MASK INC,53461,MICRO MASK INC,0
MCRP,MARINE CORP,51503,MARINE CORP,0
MCRS,MICROS SYS INC,53480,MICROS SYSTEMS INC,0
MCRT,MFS CHARTER,75642,M F S CHARTER INCOME TRUST,0
